status_id,created_at,screen_name,text,favorite_count,retweet_count,media_type,media_url,slug,human,human_count,type,race,race_confidence,gender,gender_confidence,comments,county,coder
1.22E+18,##########,FayettevillePD,"| Help Identify | 

This suspect fired several shots at patrons and staff at the Last Call Sports Bar on Ramsey St during the early morning hours of Jan. 31. Fortunately, nobody was struck by the gunfire. 

If you know who he is, leave a tip at https://t.co/jgc6gWbjEi. https://t.co/McJTMkIY0v",6,6,photo,http://pbs.twimg.com/ext_tw_video_thumb/1224789699748864000/pu/img/CEuXi4TNqjjpMhgI.jpg,CEuXi4TNqjjpMhgI.jpg,1,5,2,1,2,1,2,ADDED,Fayetteville,Webb
1.22E+18,##########,FayettevillePD,"| Help Identify | 

This suspect fired several shots at patrons and staff at the Last Call Sports Bar on Ramsey St during the early morning hours of Jan. 31. Fortunately, nobody was struck by the gunfire. 

If you know who he is, leave a tip at https://t.co/jgc6gWbjEi. https://t.co/McJTMkIY0v",6,6,photo,http://pbs.twimg.com/ext_tw_video_thumb/1224789699748864000/pu/img/CEuXi4TNqjjpMhgI.jpg,CEuXi4TNqjjpMhgI.jpg,1,5,2,1,2,1,2,ADDED,Fayetteville,Webb
1.22E+18,##########,FayettevillePD,"| Help Identify | 

This suspect fired several shots at patrons and staff at the Last Call Sports Bar on Ramsey St during the early morning hours of Jan. 31. Fortunately, nobody was struck by the gunfire. 

If you know who he is, leave a tip at https://t.co/jgc6gWbjEi. https://t.co/McJTMkIY0v",6,6,photo,http://pbs.twimg.com/ext_tw_video_thumb/1224789699748864000/pu/img/CEuXi4TNqjjpMhgI.jpg,CEuXi4TNqjjpMhgI.jpg,1,5,2,1,2,1,2,,Fayetteville,Webb
1.07E+18,##########,FayettevillePD,"Know who this is? Submit info anonymously at https://t.co/78LXPjHLMt.

This suspect robbed Family Dollar on Yadkin Road last night (12/10) at 9:05 pm. He is also believed to be responsible for a robbery at Dollar General on Bonanza Dr on 12/01. https://t.co/CRDTmJhKsh",4,5,photo,http://pbs.twimg.com/ext_tw_video_thumb/1072581428267966465/pu/img/Cuw2WZQVkz6bmM94.jpg,Cuw2WZQVkz6bmM94.jpg,1,1,2,6,2,1,2,,Fayetteville,Webb
1.15E+18,##########,FayettevillePD,"| Crimestoppers Tip Leads to Multiple Felony Charges |

Rashawn Mahorn was charged with several felony drug offenses and a weapons offense after an anonymous #CrimeStoppers tip was submitted. The anonymous tipster is now eligible for a reward.

For more
https://t.co/W6NfXs1eke https://t.co/C6WiLB0Lbb",2,0,photo,http://pbs.twimg.com/media/D_H6P-kWkAEYIua.jpg,D_H6P-kWkAEYIua.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.15E+18,##########,FayettevillePD,"Marcus Guion is wanted for the homicide of Michael S. Beale, which took place on June 26th along Henry Street.

He is considered armed and dangerous. Call 911 if you see him.

Additional details --&gt; https://t.co/mbzW9r65Y6 https://t.co/cyTb2tFe4y",1,0,photo,http://pbs.twimg.com/media/D_S9xOMXsAAn5Ek.jpg,D_S9xOMXsAAn5Ek.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.15E+18,##########,FayettevillePD,"Jonathan Smith (40) has been arrested &amp; charged with 1st Degree Murder, Robbery with a Deadly Weapon, and Felony Conspiracy reference the homicide of Michael S. Beale. 

We are still looking for Marcus Guion (30). Call 911 /w info.

Additional Details --&gt; https://t.co/49Dq7BJ7nX https://t.co/vn7J2o5Rvl",4,5,photo,http://pbs.twimg.com/media/D_yPRGPW4AIPquk.jpg,D_yPRGPW4AIPquk.jpg,1,2,1,2,2,1,2,,Fayetteville,Webb
1.15E+18,##########,FayettevillePD,"Jonathan Smith (40) has been arrested &amp; charged with 1st Degree Murder, Robbery with a Deadly Weapon, and Felony Conspiracy reference the homicide of Michael S. Beale. 

We are still looking for Marcus Guion (30). Call 911 /w info.

Additional Details --&gt; https://t.co/49Dq7BJ7nX https://t.co/vn7J2o5Rvl",4,5,photo,http://pbs.twimg.com/media/D_yPRGPW4AIPquk.jpg,D_yPRGPW4AIPquk.jpg,1,2,1,2,2,1,2,,Fayetteville,Webb
1.10E+18,##########,FayettevillePD,"Have you seen Jeremiah Williams? He has been reported as a runaway and we need to reunite him with his family. 

Have info? Call 910-433-1036 or submit info online at https://t.co/noAotyGyCL https://t.co/OrHzvYNGy4",1,2,photo,http://pbs.twimg.com/media/D0_ak3lXcAEkmLg.jpg,D0_ak3lXcAEkmLg.jpg,1,1,3,2,2,1,2,,Fayetteville,Webb
,,FayettevillePD,"| Two Arrested for 50 Counts of Vandalism |

Jackie Booker Jr. (19) &amp;Richard Sumter (19) have been arrested &amp; charged with 50 counts of vandalism for shattering vehicle windows w/ pellet guns, primarily in &amp; around the Devonwood neighborhood.

Details --&gt; https://t.co/jDSLXp1S7j https://t.co/k0jXfC4Sud",12,3,photo,http://pbs.twimg.com/media/D0BQ4XPW0AAtQmm.png,D0BQ4XPW0AAtQmm.png,1,2,1,2,2,1,2,,Fayetteville,Webb
1.10E+18,##########,FayettevillePD,"| Two Arrested for 50 Counts of Vandalism |

Jackie Booker Jr. (19) &amp;Richard Sumter (19) have been arrested &amp; charged with 50 counts of vandalism for shattering vehicle windows w/ pellet guns, primarily in &amp; around the Devonwood neighborhood.

Details --&gt; https://t.co/jDSLXp1S7j https://t.co/k0jXfC4Sud",12,3,photo,http://pbs.twimg.com/media/D0BQ4XPW0AAtQmm.png,D0BQ4XPW0AAtQmm.png,1,2,1,2,2,1,2,,Fayetteville,Webb
1.11E+18,##########,FayettevillePD,"| Wanted Alert |

Richard A. Johnson (33 yoa) is wanted for Attempted Common Law Robbery. 

Have info? Call 911 immediately.

Additional info --&gt; https://t.co/k1zq8cGQyA https://t.co/B90ZHm9mc3",4,6,photo,http://pbs.twimg.com/media/D1uJM6aX0AEX-I9.jpg,D1uJM6aX0AEX-I9.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.11E+18,##########,FayettevillePD,"Corbin Hunt is believed to have information about the homicide of Donald McNeill, which occurred on March 24, 2019 along Drake Street. He is not charged with a crime; Detectives simply need to speak to him. 

Det. Arnold 910.676.5793

Additional Info. --&gt; https://t.co/Z0tAsETHQ2 https://t.co/RfvM7bPGK8",2,2,photo,http://pbs.twimg.com/media/D21OnJ9XgAYq0nA.png,D21OnJ9XgAYq0nA.png,1,1,1,2,2,1,2,,Fayetteville,Webb
1.12E+18,##########,FayettevillePD,"| Robbery Investigation - Family Dollar Murchison Road |

This suspect waited until the clerk opened the cash drawer and then grabbed an undisclosed amount of money. He then fled the scene on foot. 

Know who he is? Submit info at https://t.co/78LXPjHLMt https://t.co/g426KFJqYZ",1,3,photo,http://pbs.twimg.com/media/D35WNo6W4AUESI4.jpg,D35WNo6W4AUESI4.jpg,1,1,2,2,2,1,2,,Fayetteville,Webb
1.12E+18,##########,FayettevillePD,"| Arrest Made for Homicide of Ross Curry III |

Montez Lofton (19) has been charged with Accessory After the Fact of 1st Degree Murder. He is being held on a $500,000 secured bond. 

Additionals Arrests are expected to be forthcoming.

Details --&gt; https://t.co/2sV094HM00 https://t.co/YWbcqrvJ4F",4,1,photo,http://pbs.twimg.com/media/D4PPjqJU0AA3k0A.jpg,D4PPjqJU0AA3k0A.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.12E+18,##########,FayettevillePD,"| Homicide Arrest |

Detectives /w our Homicide Unit have charged &amp; arrested a second suspect for the homicide of Ross Curry III, which occurred Sunday. 

Amonte E. McDougald (18) has been arrested &amp; charged with 1st Degree Murder. 

Additional Details --&gt; https://t.co/66BizOwPbI https://t.co/oUVuumY1R4",4,2,photo,http://pbs.twimg.com/media/D4ZbZFxWsAE-zM7.jpg,D4ZbZFxWsAE-zM7.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.12E+18,##########,FayettevillePD,"| Crimestoppers Tip Leads to Arrest of NY Fugitive |

David Jones was wanted for Robbery and Parole Violation out of New York. We would like to thank the anonymous tipster for giving us the information to help make their neighborhood a better place to live! https://t.co/Nw9yYODeMW",13,1,photo,http://pbs.twimg.com/media/D5BrY_TWAAkXp_N.jpg,D5BrY_TWAAkXp_N.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.13E+18,##########,FayettevillePD,"Roger Lilly (54) has been charged and arrested in connection with yesterday's fatal hit &amp; run that occurred along Bragg Blvd. 

Charges: Death by Motor Vehicle, Felony Hit &amp; Run Causing Personal Injury (2 cts), Driving with a Revoked License, and Failure to Maintain Lane Control. https://t.co/64lhKWJo1a",7,3,photo,http://pbs.twimg.com/media/D6kDd6vW0AA4hzQ.jpg,D6kDd6vW0AA4hzQ.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.14E+18,##########,FayettevillePD,"| Runaway / Missing Person |

Jedrick Ward (15) has been reported as a runaway and we need to reunite him with his family. If you see him or know where he is, call 911 immediately. https://t.co/148jAmbJIr",2,6,photo,http://pbs.twimg.com/media/D8d6T30WwAAUDPF.jpg,D8d6T30WwAAUDPF.jpg,1,1,3,2,2,1,2,,Fayetteville,Webb
,,FayettevillePD,"Second Suspect Charged with Murder of Rayd Hezam Ali Al Qadhi

Details --&gt; https://t.co/4FISa31Cu3 https://t.co/eghkfjYTuV",12,5,photo,http://pbs.twimg.com/media/D8f2hLYXUAAEDHf.jpg,D8f2hLYXUAAEDHf.jpg,1,2,2,2,2,1,2,ADDED,Fayetteville,Webb
1.14E+18,6/8/19 0:05,FayettevillePD,"Second Suspect Charged with Murder of Rayd Hezam Ali Al Qadhi

Details --&gt; https://t.co/4FISa31Cu3 https://t.co/eghkfjYTuV",12,5,photo,http://pbs.twimg.com/media/D8f2hLYXUAAEDHf.jpg,D8f2hLYXUAAEDHf.jpg,1,2,2,2,2,1,2,,Fayetteville,Webb
1.14E+18,##########,FayettevillePD,"| Runaway / Missing Person |

Julian Mayes was reported as a runaway on June 2, 2019 and we are attempting to reunite him with his family.

Have info? Call 910-433-1530, Crimestoppers, or 911. https://t.co/jNNw2AtdBt",3,5,photo,http://pbs.twimg.com/media/D8KUB-lX4AAjjTh.jpg,D8KUB-lX4AAjjTh.jpg,1,1,3,1,2,1,2,,Fayetteville,Webb
1.14E+18,##########,FayettevillePD,"Imani Moore was reported as a runaway on June 5, 2019 and we need to reunite her with her family. Have info? Call Detective Faire at 910.703.2711 https://t.co/oHv7DwxLOd",8,9,photo,http://pbs.twimg.com/media/D8tgL2YW4AETpfC.jpg,D8tgL2YW4AETpfC.jpg,1,1,3,2,2,1,2,,Fayetteville,Webb
1.14E+18,##########,FayettevillePD,"| WANTED - 1st Degree Murder |

*Armed and Dangerous - Do NOT Approach*

#FayPD Homicide Detectives have obtained an arrest warrant for Maurice Terrell General for the homicide of Linwood Johnson Jr which occurred along the 200 block of Cumberland Street on Friday, June 14, 2019. https://t.co/9FGUWZztX5",1,5,photo,http://pbs.twimg.com/media/D9coAbxW4AEPiQA.jpg,D9coAbxW4AEPiQA.jpg,1,1,1,2,2,1,2,REPEAT,Fayetteville,Webb
1.14E+18,##########,FayettevillePD,"| SUSPECT ARRESTED FOR HOMICIDE |

#FayPD's Violent Criminal Apprehension Team (VCAT), Gang Unit, NCSBI, and Central and Cross Creek Community Empowerment Response Team’s (CERT) have arrested Maurice General (B/M, 37 y/o), who was wanted for the murder of Linwood Johnson Jr. https://t.co/w0orzVaAvt",8,3,photo,http://pbs.twimg.com/media/D9nMZ6aXYAAiWFM.jpg,D9nMZ6aXYAAiWFM.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.14E+18,##########,FayettevillePD,"| Runaway / Missing Person | 

#FayPD Detectives are attempting to locate Daleiya Dorsey who was reported as a runaway on June 7, 2019. Dorsey was last seen June 6, 2019, along the 4700 block of Beaufort Drive. 

If you know her whereabouts, call 911 or Det. Faire (910) 703-2711 https://t.co/aYafc4dk31",2,6,photo,http://pbs.twimg.com/media/D9XnrqvW4AAqZUd.jpg,D9XnrqvW4AAqZUd.jpg,1,1,3,2,2,1,2,,Fayetteville,Webb
1.06E+18,##########,FayettevillePD,"Detectives are requesting the public’s assistance locating an individual believed to have information pertinent to the shooting of Kendrick McArthur, which occurred along Shaw Road Extension on Sunday, October 28, 2018.

Additional Details --&gt; https://t.co/5wd90uS0yz https://t.co/dcwUY3oSGR",4,5,photo,http://pbs.twimg.com/media/DrXBPPmXgAElkaY.jpg,DrXBPPmXgAElkaY.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.07E+18,##########,FayettevillePD,"| Missing Person |

Detectives are attempting to locate Brandon Voorhees, 16 years old, who was last seen on Nov. 17, 2018 along Northgales Cir. 

https://t.co/on5MXHzHrm https://t.co/giYxbx6QPN",3,9,photo,http://pbs.twimg.com/media/DtHl2pCWoAEJ9Bu.jpg,DtHl2pCWoAEJ9Bu.jpg,1,1,3,1,2,1,2,,Fayetteville,Webb
1.07E+18,##########,FayettevillePD,"Today we remember #FayPD Officer Roy Turner Jr., who was shot and killed in the line of duty on November 30, 2001. Our hearts are heavy today as we remember his life and his time on Earth. May he continue to rest in peace.

#NeverForgotten
#OneAgencyOneCommunityOneFamilyONE https://t.co/qmlCgaEdLN",35,7,photo,http://pbs.twimg.com/media/DtQNvX5W0AAHXMP.jpg,DtQNvX5W0AAHXMP.jpg,1,1,1,2,2,1,2,"Victim, police officer",Fayetteville,Webb
1.08E+18,##########,FayettevillePD,"These two suspects robbed Sharonview Federal Credit Union along Freedom Parkway Drive today (12/21) just before 12:30 pm. 

Have info or recognize them? Call 910-483-TIPS or visit https://t.co/jgc6gWbjEi. https://t.co/I8gWne4ntJ",6,7,photo,http://pbs.twimg.com/media/Du-apIZX0AUakZe.jpg,Du-apIZX0AUakZe.jpg,1,1,2,2,2,1,2,,Fayetteville,Webb
1.08E+18,##########,FayettevillePD,"| Missing Person / Runaway |

Justus Banks (14) was reported as a missing runaway and last seen along the 6400 block of Rutherglen Dr.

Have info? Call 910 703 2711 https://t.co/vpJYjWMXEO",6,9,photo,http://pbs.twimg.com/media/Dv7CrI3XcAENpv-.jpg,Dv7CrI3XcAENpv-.jpg,1,1,3,2,2,1,2,,Fayetteville,Webb
1.08E+18,##########,FayettevillePD,"| Suspect Arrested for 1990 Rape |

Wilbur D. McGill (54) has been arrested and charged with 1st Degree Rape, 1st Degree Kidnapping, Robbery with a Dangerous Weapon, Larceny of Motor Vehicle, and Possession of a Stolen Motor Vehicle.

Details --&gt; https://t.co/9LOLP2u0uz https://t.co/Pg1AxK9grJ",9,2,photo,http://pbs.twimg.com/media/DviH0doX0AAL9Yg.jpg,DviH0doX0AAL9Yg.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.09E+18,##########,FayettevillePD,"| WANTED | 

Antonio R. McReynolds 
-Black Male
-34 y/o
-5'11""
-235lbs

Wanted for cutting his ankle monitor. If you know his location call 911 immediately or submit a tip at www. https://t.co/jgc6gWbjEi https://t.co/inayEdLF71",6,6,photo,http://pbs.twimg.com/media/Dw-45epX0AECUY5.jpg,Dw-45epX0AECUY5.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.09E+18,##########,FayettevillePD,"| Additional Charges Filed for Serial Rapist Willie Mack | 

#FayPD Cold Case Sexual Assault Unit have charged Willie Mack for a cold case rape investigation that occurred in 1998. He was already in jail on other sex assault charges.

Find out more
-----&gt;
https://t.co/VVhn8mZgMi https://t.co/nWVKc5VJpx",6,1,photo,http://pbs.twimg.com/media/Dw-ug8RXQAEeaUK.jpg,Dw-ug8RXQAEeaUK.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.08E+18,##########,FayettevillePD,"| WANTED ALERT | 

Joshua Emery Noel (B/M, 29 years of age) is wanted by the Camden (SC) Police Department for Aggravated Assault. It is believed he is in the Fayetteville area. If you know Joshua's whereabouts submit an anonymous tip at https://t.co/bJBjhBHt3w https://t.co/sjHVOsrL79",4,3,photo,http://pbs.twimg.com/media/Dw6JITTWkAAd9Rz.jpg,Dw6JITTWkAAd9Rz.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.09E+18,##########,FayettevillePD,"Zhivargo Jenkins (41) has been arrested on 17 outstanding warrants. He was armed and dangerous and arrested without incident.

Details --&gt; https://t.co/W9X7dXyxAo https://t.co/IH9FWZEw2k",10,1,photo,http://pbs.twimg.com/media/Dw9Ijw7W0AEX3-7.jpg,Dw9Ijw7W0AEX3-7.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.08E+18,##########,FayettevillePD,"| Suspect Charged with Murder of Tyesha Williams |

Detectives charged William Enoch Thomas (B/M, 23), of the 200 block of Windsor Drive with 1st Degree Murder, 1st Degree Kidnapping, 1st Degree Rape, and Robbery With a Dangerous Weapon. 

https://t.co/AOPZzLprPt https://t.co/JM79JIKP4l",1,1,photo,http://pbs.twimg.com/media/Dway5cCUYAA7WlS.jpg,Dway5cCUYAA7WlS.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.08E+18,##########,FayettevillePD,"| WANTED: Armed &amp; Dangerous |

Zhivargo Jenkins (41) has 17 outstanding warrants/orders for arrest, including robbery and selling narcotics within 1000 feet of a school.

Details --&gt; https://t.co/zLDTtwOght https://t.co/YwKAKW76pV",3,8,photo,http://pbs.twimg.com/media/DwbJk-1W0AE6mj_.jpg,DwbJk-1W0AE6mj_.jpg,1,1,1,2,2,1,2,,Fayetteville,Webb
1.09E+18,##########,FayettevillePD,"| Purse Snatching Arrest |

Randy Holmes Jr. (26)

A #FayPD #K9 Officer responded to the scene and initiated a K9 track. As a result of the K9 track, Holmes was located and taken into custody without incident.

Details --&gt; https://t.co/sqVcURmb29 https://t.co/c2Kyhta9WC",14,4,photo,http://pbs.twimg.com/media/DxEGrLzU0AArwD-.jpg,DxEGrLzU0AArwD-.jpg,1,1,1,1,2,1,2,,Fayetteville,Webb
1.09E+18,##########,FayettevillePD,"| ROBBERY ALERT |

Persons of interest in multiple robbery investigations across Southeastern North Carolina. 

Know who they are? Submit your tip at https://t.co/bJBjhBZ4s6

See more --&gt; https://t.co/PS6M40YVGp https://t.co/RKzdrVg9i3",2,3,photo,http://pbs.twimg.com/media/Dxs2rsuX0AAuFcq.jpg,Dxs2rsuX0AAuFcq.jpg,1,1,2,2,2,1,2,,Fayetteville,Webb
